Event #,Case #,Incident Type,Date/Time Reported,Date/Time Occurred,Location,Disposition
2025010232,-,VERBAL DISPUTE,2/24/25  8:35:48AM,2/24/25  8:35:48AM,720 GAYLEY AVE,DETAIL HANDLED: NO REPORT
2025010215,-,BURGLARY ALARM,2/24/25  8:11:59AM,2/24/25  8:11:59AM,300-BLOCK WESTWOOD PZ,CANCELLED BY REPORTING PARTY
2025010206,25-0410,DISREGARD SAFETY EVADE POLICE,2/24/25  5:34:00AM,2/24/25  5:34:00AM,999 GAYLEY AVE/WEYBURN AVE,Unknown
2025010140,-,PATIENT WALK AWAY,2/23/25  9:40:57PM,2/23/25  9:40:57PM,1250 16TH ST,DETAIL HANDLED: NO REPORT
2025010137,25-0405,WARRANT ARREST,2/23/25  8:36:00PM,2/23/25  8:36:00PM,350 DE NEVE DR,Unknown
2025010134,25-0404,MENTAL DISORDER 72 HR OBSERVATION,2/23/25  8:05:00PM,2/23/25  8:05:00PM,400-BLOCK CHARLES E YOUNG DRIVE WEST,Unknown
2025010130,-,SUBJECT REFUSING TO LEAVE,2/23/25  7:21:44PM,2/23/25  7:21:44PM,757 WESTWOOD PZ,CANCELLED BY REPORTING PARTY
2025010126,-,SUSPICIOUS CIRCUMSTANCES,2/23/25  6:25:58PM,2/23/25  6:25:58PM,"LANDFAIR AVE/GAYLEY AVE, Updated as of:",Unknown
2025010109,25-0403,PROPERTY REPORT ONLY,2/23/25  12:06:00PM,2/23/25  12:06:00PM,"UCLA POLICE STATION, 601 WESTWOOD PZ",Unknown
2025010105,25-0402,BURGLARY - FROM MOTOR VEHICLE,2/21/25  5:00:00PM,2/23/25  11:00:00AM,663 MIDVALE AVE,Unknown
2025010104,-,SUSPICIOUS CIRCUMSTANCES,2/23/25  3:55:10PM,2/23/25  3:55:10PM,150 WESTWOOD PZ,INFORMATION ONLY
2025010102,-,BURGLARY ALARM,2/23/25  3:40:05PM,2/23/25  3:40:05PM,300-BLOCK DE NEVE DR,COMMANDER
2025010100,-,BURGLARY ALARM,2/23/25  3:09:20PM,2/23/25  3:09:20PM,600-BLOCK CHARLES E YOUNG DR E,NON-CRIMINAL MATTER
2025010099,-,BURGLARY ALARM,2/23/25  3:08:24PM,2/23/25  3:08:24PM,300-BLOCK DE NEVE DR,NON-CRIMINAL MATTER
2025010097,-,PETTY THEFT,2/23/25  2:57:26PM,2/23/25  2:57:26PM,3310 SAWTELLE BLVD,WARNED OR ADVISED
2025010091,-,UNAUTHORIZED SUBJECTS,2/23/25  1:58:30PM,2/23/25  1:58:30PM,714 LEVERING AVE,WARNED OR ADVISED
2025010090,25-0401,GRAND THEFT - FROM BUILDINGS,2/23/25  12:00:00PM,2/23/25  2:00:00PM,"MOORE HALL, 457 PORTOLA PZ",Unknown
2025010085,-,UNAUTHORIZED SUBJECTS,2/23/25  1:29:02PM,2/23/25  1:29:02PM,3350 SAWTELLE BLVD,INFORMATION ONLY
2025009990,-,K9 BOMB SWEEP REQUEST,2/23/25  8:42:28AM,2/23/25  8:42:28AM,301 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025009970,-,SUSPICIOUS CIRCUMSTANCES,2/23/25  1:02:43AM,2/23/25  1:02:43AM,623.5 KELTON AVE,NON-CRIMINAL MATTER
2025009959,25-0400,SODOMY BY USE OF FORCE OR INJURY,6/1/17  12:00:00AM,8/1/17  12:00:00AM,"BETA THETA PI FRATERNITY, 500-BLOCK GAYLEY AVE",Unknown
2025009955,-,BOMB THREAT,2/23/25  12:10:42AM,2/23/25  12:10:42AM,10800 W PICO BLVD,INFORMATION ONLY
2025009902,25-0399,PETTY THEFT - FROM BUILDINGS,2/22/25  3:00:00PM,2/22/25  6:45:00PM,420 GAYLEY AVE,Unknown
2025009887,-,SUBJECT REFUSING TO LEAVE,2/22/25  7:23:18PM,2/22/25  7:23:18PM,757 WESTWOOD PZ,WARNED OR ADVISED
2025009886,-,FIRE ALARM,2/22/25  7:17:37PM,2/22/25  7:17:37PM,900-BLOCK WEYBURN PL,REFERRED TO OUTSIDE AGENCY
2025009885,-,FIRE ALARM,2/22/25  7:16:40PM,2/22/25  7:16:40PM,"LAUREL, 920 WEYBURN PL",REPORT TAKEN
2025009879,-,UNAUTHORIZED SUBJECTS,2/22/25  5:57:10PM,2/22/25  5:57:10PM,"480 CHARLES E YOUNG DR E, Updated as of:",Unknown
2025009868,25-0398,BATTERY,2/22/25  2:00:00PM,2/22/25  2:00:00PM,"RRMC ER, 757 WESTWOOD PZ",Unknown
2025009861,25-0397,VANDALISM:DEFACE PROPERTY,2/22/25  5:26:27PM,2/22/25  5:26:28PM,705 GAYLEY AVE,Unknown
2025009858,-,SUBJECT REFUSING TO LEAVE,2/22/25  2:08:01PM,2/22/25  2:08:01PM,1250 16TH ST,DETAIL HANDLED: NO REPORT
2025009852,25-0396,PETTY THEFT - FROM MOTOR VEHICLES,2/22/25  5:52:29PM,2/22/25  5:52:30PM,11000 OPHIR DR,Unknown
2025009836,25-0395,PETTY THEFT - OTHER,2/21/25  11:00:00AM,2/21/25  5:00:00PM,"POWELL LIBRARY, 10740 DICKSON PZ",Unknown
2025009833,-,PETTY THEFT REPORT,2/22/25  10:40:10AM,2/22/25  10:40:10AM,10995 LE CONTE AVE,REPORT
2025009823,-,MISC PC CODE VIOLATION,2/22/25  9:41:20AM,2/22/25  9:41:20AM,3161 S SEPULVEDA BLVD,DETAIL HANDLED: NO REPORT
2025009814,25-0394,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,2/22/25  7:50:55AM,2/22/25  8:00:56AM,"SMH ER, 1250 16TH ST",Unknown
2025009780,-,BURGLARY ALARM,2/22/25  2:59:59AM,2/22/25  2:59:59AM,700-BLOCK WESTWOOD PZ,NON-CRIMINAL MATTER
2025009779,-,INDECENT EXPOSURE,2/22/25  2:53:46AM,2/22/25  2:53:46AM,470 GAYLEY AVE,CANCELLED BY REPORTING PARTY
2025009776,-,BURGLARY ALARM,2/22/25  2:26:50AM,2/22/25  2:26:50AM,100-BLOCK MEDICAL PZ,NON-CRIMINAL MATTER
2025009771,-,FIRE ALARM,2/22/25  1:57:03AM,2/22/25  1:57:03AM,"GAYLEY COURT, 715 GAYLEY AVE",REFERRED TO OUTSIDE AGENCY
2025009770,-,DISTURBING THE PEACE,2/22/25  1:42:46AM,2/22/25  1:42:46AM,1000 GAYLEY AVE,REPORT
2025009733,-,SUSPICIOUS CIRCUMSTANCES,2/21/25  9:43:40PM,2/21/25  9:43:40PM,SUNSET BLVD/WESTWOOD PZ,INFORMATION ONLY
2025009732,25-0393,MENTAL DISORDER 72 HR OBSERVATION,2/21/25  9:22:00PM,2/21/25  9:22:00PM,600-BLOCK GAYLEY AVE/CHARLES E YOUNG DR S,Unknown
2025009729 2025009729,25-0392 25-0392,SEX OFFENDER FAIL UPDATE ANNUAL REGISTRATION (2) WARRANT ARREST,2/21/25  8:44:00PM  2/21/25  8:44:00PM,2/21/25  9:10:00PM  2/21/25  9:10:00PM,"10943 ROEBLING AVE, 10943 ROEBLING AVE",Unknown
2025009727,-,LOST OR STOLEN VEHICLE,2/21/25  8:41:58PM,2/21/25  8:41:58PM,"302 SYCAMORE CT, Updated as of:",Unknown
2025009726,-,BURGLARY ALARM,2/21/25  8:32:40PM,2/21/25  8:32:40PM,300-BLOCK DE NEVE DR,CANCELLED BY REPORTING PARTY
2025009723,-,SMELL OR SIGHT OF SMOKE,2/21/25  8:17:27PM,2/21/25  8:17:27PM,1070 VETERAN AVE,DETAIL HANDLED: NO REPORT
2025009722,-,SMELL OR SIGHT OF SMOKE,2/21/25  8:14:55PM,2/21/25  8:14:55PM,"PARKING STRUCTURE 32, 1070 VETERAN AVE",REPORT TAKEN
2025009690,25-0391,VANDALISM:DEFACE PROPERTY,2/21/25  5:17:07PM,2/21/25  5:17:08PM,"GAYLEY HEIGHTS APARTMENTS, 10995 LE CONTE AVE",Unknown
2025009687,-,MISDEMEANOR HIT AND RUN REPORT,2/21/25  4:46:51PM,2/21/25  4:46:51PM,757 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025009674,-,GRAND THEFT AUTO,2/21/25  2:55:51PM,2/21/25  2:55:51PM,375 PORTOLA PZ,CANCELLED BY REPORTING PARTY
2025009667 2025009667,25-0390 25-0390,PARAPHERNALIA - POSSESS UNLAWFUL (2) WARRANT ARREST,2/21/25  2:25:00PM  2/21/25  2:25:00PM,2/21/25  2:43:00PM  2/21/25  2:43:00PM,"PARKING STRUCTURE 8, 555 WESTWOOD PZ, PARKING STRUCTURE 8, 555 WESTWOOD PZ",Unknown
2025009661,-,UNAUTHORIZED SUBJECTS,2/21/25  12:57:58PM,2/21/25  12:57:58PM,410 CHARLES E YOUNG DR E,DETAIL HANDLED: NO REPORT
2025009659,25-0389,ANNOYING COMM:OBSCENE/THREATENING,2/20/25  6:30:00PM,2/21/25  12:02:00PM,"CENTER FOR HEALTH SCIENCES, 10833 LE CONTE AVE",Unknown
2025009657,25-0388,GRAND THEFT REPORT,2/21/25  12:59:05PM,2/21/25  12:59:06PM,PARKING LOT 17,Unknown
2025009656,25-0387,ON CAMPUS INJURY INVESTIGATION,2/21/25  11:21:31AM,2/21/25  11:21:31AM,"HOLLY RIDGE, 345 DE NEVE DR",OPEN CASE: TO BE ASSIGNED
2025009649,25-0385,BATTERY,2/18/25  3:06:00PM,2/21/25  10:15:00AM,"MURPHY HALL, 410 CHARLES E YOUNG DR E",Unknown
2025009648,25-0384,TAKE VEHICLE WITHO OWNER`S CONSENT/VEHICLE THEFT,2/19/25  10:00:00AM,2/21/25  12:00:00AM,"SPROUL COVE, 330 DE NEVE DR",Unknown
2025009647,25-0386,DCFS REPORT ONLY,2/21/25  10:05:00AM,2/21/25  10:05:00AM,300-BLOCK CHARLES E YOUNG DR N,Unknown
2025009641,25-0383,TAKE VEHICLE WITHO OWNER`S CONSENT/VEHICLE THEFT,2/11/25  6:30:00AM,2/18/25  9:30:00AM,"SPROUL HALL, 350 DE NEVE DR",Unknown
2025009634,-,FIRE INVESTIGATION,2/21/25  9:16:25AM,2/21/25  9:16:25AM,"YOUNG HALL, 607 CHARLES E YOUNG DR E",REPORT TAKEN
2025009623,-,UNAUTHORIZED SUBJECTS,2/21/25  7:04:54AM,2/21/25  7:04:54AM,11020 WEYBURN DR,DETAIL HANDLED: NO REPORT
2025009620,-,SUSPICIOUS CIRCUMSTANCES,2/21/25  5:49:52AM,2/21/25  5:49:52AM,201 DE NEVE DR,NON-CRIMINAL MATTER
2025009618,-,BURGLARY ALARM,2/21/25  4:34:36AM,2/21/25  4:34:36AM,2200-BLOCK MICHIGAN AVE,INFORMATION ONLY
2025009615,-,MISDEMEANOR HIT AND RUN REPORT,2/21/25  2:17:26AM,2/21/25  2:17:26AM,"329 VETERAN AVE, Updated as of:",Unknown
2025009607,25-0382,WARRANT ARREST,2/21/25  12:25:00AM,2/21/25  12:25:00AM,699 GAYLEY AVE/LANDFAIR AVE,Unknown
2025009604,-,ARSON,2/21/25  12:24:08AM,2/21/25  12:24:08AM,GAYLEY AVE/LANDFAIR AVE,INFORMATION ONLY
2025009598,-,SUSPICIOUS CIRCUMSTANCES,2/21/25  12:13:52AM,2/21/25  12:13:52AM,STRATHMORE PL/GAYLEY AVE,INFORMATION ONLY
2025009597,-,FIRE ALARM DRILL,2/21/25  12:11:52AM,2/21/25  12:11:52AM,"RONALD REAGAN UCLA MEDICAL CENTER, 757 WESTWOOD PZ",INFORMATION ONLY
2025009561,-,SUBJECT REFUSING TO LEAVE,2/20/25  9:05:23PM,2/20/25  9:05:23PM,757 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025009556,25-0381,TAKE VEHICLE WITHO OWNER`S CONSENT/VEHICLE THEFT,2/20/25  3:30:00PM,2/20/25  8:10:00PM,"GAYLEY CENTER, 1145 GAYLEY AVE",Unknown
2025009555,-,FIRE ALARM,2/20/25  8:11:40PM,2/20/25  8:11:40PM,"SEPULVEDA APARTMENTS, 3155 S SEPULVEDA BLVD",INFORMATION ONLY
2025009548,-,SUBJECT REFUSING TO LEAVE,2/20/25  7:20:09PM,2/20/25  7:20:09PM,757 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025009546,-,SUBJECT REFUSING TO LEAVE,2/20/25  6:59:28PM,2/20/25  6:59:28PM,757 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025009541,-,SUSPICIOUS CIRCUMSTANCES,2/20/25  6:21:06PM,2/20/25  6:21:06PM,555 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025009539,-,PETTY THEFT REPORT,2/20/25  6:11:55PM,2/20/25  6:11:55PM,280 DE NEVE DR,DETAIL HANDLED: NO REPORT
2025009538,25-0378,LOST PROPERTY REPORT,12/20/24  12:00:00PM,12/20/24  12:00:00PM,"RONALD REAGAN UCLA MEDICAL CENTER, 757 WESTWOOD PZ",Unknown
2025009537,25-0379,PETTY THEFT - OTHER,2/11/25  2:30:00PM,2/11/25  2:30:00PM,"RONALD REAGAN UCLA MEDICAL CENTER, 757 WESTWOOD PZ",Unknown
2025009536,25-0380,SEXUAL BATTERY,1/5/25  12:00:00PM,2/20/25  6:04:00PM,1400-BLOCK BEVERLY GLEN BLVD,Unknown
2025009534,-,SUBJECT REFUSING TO LEAVE,2/20/25  5:54:12PM,2/20/25  5:54:12PM,757 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025009524,25-0377,BURGLARY,2/19/25  8:00:00PM,2/20/25  5:22:00PM,"690 VETERAN APARTMENTS, 690 VETERAN AVE",Unknown
2025009518,-,K9 BOMB SWEEP REQUEST,2/20/25  4:35:17PM,2/20/25  4:35:17PM,301 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025009515,-,THREATS REPORT,2/20/25  4:04:20PM,2/20/25  4:04:20PM,219 WESTWOOD PZ,REPORT
2025009510,-,PETTY THEFT REPORT,2/20/25  3:44:22PM,2/20/25  3:44:22PM,280 DE NEVE DR,DETAIL HANDLED: NO REPORT
2025009509,-,MISC PC CODE VIOLATION,2/20/25  3:27:58PM,2/20/25  3:27:58PM,"1250 16TH ST, Updated as of:",Unknown
2025009508,-,BATTERY,2/20/25  3:22:17PM,2/20/25  3:22:17PM,757 WESTWOOD PZ,REPORT
2025009501,25-0375,COURTESY REPORT,2/11/25  12:01:00AM,2/21/25  12:01:00AM,"LOS ANGELES, CA",COURTESY REPORT
2025009500,-,UNAUTHORIZED SUBJECTS,2/20/25  2:35:38PM,2/20/25  2:35:38PM,11000 WEYBURN DR,DETAIL HANDLED: NO REPORT
2025009499,-,FIRE ALARM DRILL,2/20/25  2:34:50PM,2/20/25  2:34:50PM,"KRIEGER CHILD CARE CENTER, 101 BELLAGIO DR",DETAIL HANDLED: NO REPORT
2025009487,-,ANNOYING/THREATENING PHONE CAL,2/20/25  1:23:28PM,2/20/25  1:23:28PM,100 MEDICAL PZ,REFERRED TO OUTSIDE AGENCY
2025009473,25-0374,ANNOYING COMM:OBSCENE/THREATENING,5/24/24  12:00:00AM,2/20/25  12:50:00PM,"MENTONE APARTMENTS, 3777 MENTONE AVE",Unknown
2025009471 2025009471 2025009471,25-0373 25-0373 25-0373,THREATEN CRIME WITHINTENT TO TERRORIZE (2) TRESPASS:OCCUPY PROPERTY WITHOUT CONSENT (3) MENTAL DISORDER 72 HR OBSERVATION,2/20/24  11:15:00AM  2/20/24  11:15:00AM  2/20/24  11:15:00AM,2/20/24  11:15:00AM  2/20/24  11:15:00AM  2/20/24  11:15:00AM,"CO OP HARDMAN HANSEN HALL, 500 LANDFAIR AVE, CO OP HARDMAN HANSEN HALL, 500 LANDFAIR AVE, 500-BLOCK LANDFAIR AVE",Unknown
2025009468,25-0376,TAKE VEHICLE WITHO OWNER`S CONSENT/VEHICLE THEFT,2/18/25  6:00:00PM,2/18/25  7:15:00PM,"ACKERMAN UNION, 308 WESTWOOD PZ",Unknown
2025009462,25-0372,TAKE VEHICLE WITHO OWNER`S CONSENT/VEHICLE THEFT,2/19/25  8:00:00PM,2/20/25  7:00:00AM,"SAXON SUITES, 325 DE NEVE DR",Unknown
2025009443,-,CHILD OR ELDER ABUSE REPORT,2/20/25  9:02:55AM,2/20/25  9:02:55AM,1200-BLOCK 16TH ST,NON-CRIMINAL MATTER
2025009424,-,BURGLARY ALARM,2/20/25  6:32:13AM,2/20/25  6:32:13AM,200-BLOCK STEIN PZ,NON-CRIMINAL MATTER
2025009417,25-0371,WARRANT ARREST,2/20/25  4:50:00AM,2/20/25  5:23:00AM,"SPROUL HALL, 350 DE NEVE DR",Unknown
2025009407,-,SUBJECT REFUSING TO LEAVE,2/20/25  3:38:09AM,2/20/25  3:38:09AM,757 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025009399,-,MISSING PERSON(S),2/20/25  1:51:16AM,2/20/25  1:51:16AM,601 WESTWOOD PZ,CANCELLED BY REPORTING PARTY
2025009390,-,FIRE ALARM,2/19/25  11:28:18PM,2/19/25  11:28:18PM,"RONALD REAGAN UCLA MEDICAL CENTER, 757 WESTWOOD PZ",REPORT TAKEN
2025009383,-,BURGLARY ALARM,2/19/25  10:52:47PM,2/19/25  10:52:47PM,2500-BLOCK CIMARRON ST,CANCELLED BY REPORTING PARTY
2025009379 2025009379 2025009379,25-0370 25-0370 25-0370,VANDALISM ($400 OR MORE) (2) DISORDERLY CONDUCT:ALCOHOL (3) WARRANT ARREST,2/19/25  10:40:00PM  2/19/25  10:40:00PM  2/19/25  10:40:00PM,2/19/25  10:40:00PM  2/19/25  10:40:00PM  2/19/25  10:40:00PM,"ROCCO`S TAVERN WESTWOOD, 1000 GAYLEY AVE, ROCCO`S TAVERN WESTWOOD, 1000 GAYLEY AVE, Updated as of:, ROCCO`S TAVERN WESTWOOD, 1000 GAYLEY AVE",Unknown
2025009352 2025009352,25-0369 25-0369,OBSTRUCT/RESIST/ETC PUBLIC/P OFFICER/EMT (2) WARRANT ARREST,2/19/25  6:57:00PM  2/19/25  6:57:00PM,2/19/25  7:27:00PM  2/19/25  7:27:00PM,"BOULEVARD APARTMENTS, 1515 GRANVILLE AVE, BOULEVARD APARTMENTS, 1515 GRANVILLE AVE",Unknown
2025009341,25-0368,GRAND THEFT - BICYCLES,2/12/25  8:00:00AM,2/17/25  8:00:00AM,"FACULTY APARTMENTS LEVERING, 827 LEVERING AVE",Unknown
2025009333,-,BURGLARY ALARM,2/19/25  5:04:24PM,2/19/25  5:04:24PM,500-BLOCK PORTOLA PZ,NON-CRIMINAL MATTER
2025009331,-,SUBJECT REFUSING TO LEAVE,2/19/25  4:49:33PM,2/19/25  4:49:33PM,10880 WILSHIRE BLVD,CANCELLED BY REPORTING PARTY
2025009322,25-0367,LOST PROPERTY REPORT,2/18/25  9:30:00PM,2/18/25  9:30:00PM,"UCLA SANTA MONICA HOSPITAL, 1250 16TH ST",Unknown
2025009313,-,DISTURBING THE PEACE,2/19/25  2:34:36PM,2/19/25  2:34:36PM,757 WESTWOOD PZ,CANCELLED BY REPORTING PARTY
2025009309,-,FIRE ALARM,2/19/25  2:00:16PM,2/19/25  2:00:16PM,"FACULTY APARTMENTS LEVERING, 827 LEVERING AVE",REPORT TAKEN
2025009303,25-0366,SUSPICIOUS CIRCUMSTANCES,2/19/25  12:00:00AM,2/19/25  12:00:00AM,BRUIN BEAR,Unknown
2025009301,-,GRAND THEFT AUTO,2/19/25  1:10:16PM,2/19/25  1:10:16PM,827 LEVERING AVE,CANCELLED BY REPORTING PARTY
2025009298,25-0365,BURGLARY,2/17/25  9:15:00PM,2/18/25  12:00:00PM,"PASEO WEYBURN TERRACE, 11000 WEYBURN DR",Unknown
2025009286,-,MISDEMEANOR HIT AND RUN REPORT,2/19/25  11:25:19AM,2/19/25  11:25:19AM,11000 KINROSS AVE,DETAIL HANDLED: NO REPORT
2025009282,25-0364,RAPE REPORT,2/19/25  3:22:27PM,2/19/25  3:22:28PM,,Unknown
2025009271,-,BURGLARY ALARM,2/19/25  9:42:19AM,2/19/25  9:42:19AM,2500-BLOCK CIMARRON ST,PARTY
2025009257,25-0363,TRAFFIC COLLISION REPORT,2/19/25  8:57:00AM,2/19/25  8:57:00AM,"BRUIN PLATE, 350 CHARLES E YOUNG DR W",Unknown
2025009247,-,SUBJECT REFUSING TO LEAVE,2/19/25  8:22:43AM,2/19/25  8:22:43AM,308 WESTWOOD PZ,WARNED OR ADVISED
2025009236,-,SUBJECT REFUSING TO LEAVE,2/19/25  5:44:28AM,2/19/25  5:44:28AM,1515 GRANVILLE AVE,DETAIL HANDLED: NO REPORT
2025009235,-,UNAUTHORIZED SUBJECTS,2/19/25  5:09:36AM,2/19/25  5:09:36AM,1223 16TH ST,CANCELLED BY REPORTING PARTY
2025009233,25-0362,BATTERY,2/19/25  3:00:00AM,2/19/25  3:00:00AM,"500-BLOCK GLENROCK AVE, Updated as of:",Unknown
2025009232 2025009232,25-0361 25-0361,REGISTERED SEX OFFENDER VIOLATE ANY REQUIREMENT (2) WARRANT ARREST,2/19/25  2:36:00AM  2/19/25  2:36:00AM,2/19/25  2:45:00AM  2/19/25  2:45:00AM,"10898 LE CONTE AVE/WESTWOOD BLVD, 10898 LE CONTE AVE/WESTWOOD BLVD",Unknown
2025009227,25-0360,MENTAL DISORDER 72 HR OBSERVATION,2/19/25  1:52:00AM,2/19/25  1:52:00AM,300-BLOCK DE NEVE DRIVE,Unknown
2025009203,-,SUSPICIOUS CIRCUMSTANCES,2/18/25  11:01:25PM,2/18/25  11:01:25PM,GAYLEY AVE/CHARLES E YOUNG DR S,UNABLE TO LOCATE
2025009190,-,SUBJECT REFUSING TO LEAVE,2/18/25  10:33:38PM,2/18/25  10:33:38PM,757 WESTWOOD PZ,WARNED OR ADVISED
2025009150,25-0359,MENTAL DISORDER 72 HR OBSERVATION,2/18/25  7:57:00PM,2/18/25  7:57:00PM,700-BLOCK TIVERTON AVE,Unknown
2025009141,-,RAPE REPORT,2/18/25  7:15:16PM,2/18/25  7:15:16PM,1200-BLOCK 16TH ST,INFORMATION ONLY
2025009131,25-0358,GRAND THEFT - FROM BUILDINGS,2/10/25  5:00:00PM,2/11/25  3:00:00PM,"SCHOOL OF DENTISTRY, 714 TIVERTON AVE",Unknown
2025009130,-,SUSPICIOUS CIRCUMSTANCES,2/18/25  6:08:38PM,2/18/25  6:08:38PM,601 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025009129,-,DISTURBING THE PEACE,2/18/25  5:56:50PM,2/18/25  5:56:50PM,707 TIVERTON AVE,CANCELLED BY REPORTING PARTY
2025009112,-,K9 BOMB SWEEP REQUEST,2/18/25  4:32:14PM,2/18/25  4:32:14PM,301 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025009111,-,SUSPICIOUS CIRCUMSTANCES,2/18/25  4:30:24PM,2/18/25  4:30:24PM,520 PORTOLA PZ,INFORMATION ONLY
2025009109,-,CHILD OR ELDER ABUSE REPORT,2/18/25  4:05:52PM,2/18/25  4:05:52PM,400-BLOCK HILGARD AVE,REFERRED TO OUTSIDE AGENCY
2025009108,25-0356,GRAND THEFT FROM PERSON,2/18/25  3:48:00PM,2/18/25  3:48:00PM,306 WESTWOOD PZ,Unknown
2025009106,-,FIRE ALARM,2/18/25  3:16:52PM,2/18/25  3:16:52PM,"ENGINEERING 4, 420 WESTWOOD PZ",REPORT TAKEN
2025009104,-,FIRE ALARM,2/18/25  3:14:56PM,2/18/25  3:14:56PM,"BOELTER HALL, 580 PORTOLA PZ",REPORT TAKEN
2025009103,-,FIRE ALARM,2/18/25  3:14:12PM,2/18/25  3:14:12PM,"MATHEMATICAL SCIENCES BUILDING, 520 PORTOLA PZ",REPORT TAKEN
2025009101,-,BATTERY REPORT,2/18/25  3:07:09PM,2/18/25  3:07:09PM,410 CHARLES E YOUNG DR E,UNABLE TO LOCATE
2025009096,-,PATIENT WALK AWAY,2/18/25  2:53:44PM,2/18/25  2:53:44PM,757 WESTWOOD PZ,INFORMATION ONLY
2025009093,25-0357,BURGLARY,2/14/25  2:30:00PM,2/18/25  12:30:00PM,"WILSHIRE CENTER, 10920 WILSHIRE BLVD, Updated as of:",Unknown
2025009092,-,DISTURBING THE PEACE,2/18/25  2:15:27PM,2/18/25  2:15:27PM,425 WESTWOOD PZ,INFORMATION ONLY
2025009089,-,DISTURBING THE PEACE,2/18/25  1:56:46PM,2/18/25  1:56:46PM,235 CHARLES E YOUNG DR E,NON-CRIMINAL MATTER
2025009087,-,DISTURBING THE PEACE,2/18/25  1:41:39PM,2/18/25  1:41:39PM,GAYLEY AVE/CHARLES E YOUNG DR S,UNABLE TO LOCATE
2025009085,-,UNAUTHORIZED SUBJECTS,2/18/25  1:25:13PM,2/18/25  1:25:13PM,629 GAYLEY AVE,UNABLE TO LOCATE
2025009074,25-0355,TRAFFIC COLLISION REPORT,2/18/25  11:37:37AM,2/18/25  11:38:27AM,"PASEO WEYBURN TERRACE, 11000 WEYBURN DR",Unknown
2025009069,25-0354,BURGLARY - FROM MOTOR VEHICLE,2/14/25  9:00:00PM,2/15/25  9:50:00AM,"WESTWOOD CHATEAU APARTMENTS, 456 LANDFAIR AVE",Unknown
2025009068,25-0353,PETTY THEFT - OTHER,2/16/25  6:30:41PM,2/16/25  8:00:42PM,"DRAKE STADIUM, 340 CHARLES E YOUNG DR W",Unknown
2025009059,-,MISC PC CODE VIOLATION,2/18/25  10:09:44AM,2/18/25  10:09:44AM,601 WESTWOOD PZ,NON-CRIMINAL MATTER
2025008979,25-0352,PROPERTY REPORT ONLY,2/17/25  10:44:00PM,2/17/25  10:44:00PM,"THETA XI FRATERNITY, 629 GAYLEY AVE",Unknown
2025008954,-,DISTURBING THE PEACE,2/17/25  8:40:39PM,2/17/25  8:40:39PM,WESTWOOD BLVD/WEYBURN AVE,INFORMATION ONLY
2025008952,-,BRANDISHING A WEAPON,2/17/25  8:31:55PM,2/17/25  8:31:55PM,922 GAYLEY AVE,DETAIL HANDLED: NO REPORT
2025008950,25-0351,STALKING,2/17/25  3:34:00AM,2/17/25  8:11:00PM,400-BLOCK GAYLEY AVE,Unknown
2025008935,-,UNAUTHORIZED SUBJECTS,2/17/25  5:37:57PM,2/17/25  5:37:57PM,610 CHARLES E YOUNG DR E,WARNED OR ADVISED
2025008933,-,SUSPICIOUS CIRCUMSTANCES,2/17/25  5:25:15PM,2/17/25  5:25:15PM,445 CHARLES E YOUNG DR E,UNABLE TO LOCATE
2025008919,-,SUBJECT REFUSING TO LEAVE,2/17/25  3:22:02PM,2/17/25  3:22:02PM,10880 WILSHIRE BLVD,DETAIL HANDLED: NO REPORT
2025008912,-,RECOVERED STOLEN VEHICLE,2/17/25  2:38:45PM,2/17/25  2:38:45PM,601 WESTWOOD PZ,INFORMATION ONLY
2025008902,-,GRAND THEFT AUTO,2/17/25  1:38:11PM,2/17/25  1:38:11PM,720 GAYLEY AVE,DETAIL HANDLED: NO REPORT
2025008900,-,RECOVERED STOLEN VEHICLE,2/17/25  1:29:08PM,2/17/25  1:29:08PM,601 WESTWOOD PZ,INFORMATION ONLY
2025008891,25-0350,ANNOYING COMM:OBSCENE/THREATENING,11/1/23  12:00:00PM,2/17/25  1:40:15PM,"BOULEVARD APARTMENTS, 1515 GRANVILLE AVE, Updated as of:",Unknown
2025008890,-,GRAND THEFT AUTO,2/17/25  12:07:14PM,2/17/25  12:07:14PM,11045 STRATHMORE DR,REFERRED TO OUTSIDE AGENCY
2025008886,-,CHILD OR ELDER ABUSE REPORT,2/17/25  11:05:42AM,2/17/25  11:05:42AM,1200-BLOCK 16TH ST,DETAIL HANDLED: NO REPORT
2025008866,-,MISDEMEANOR HIT AND RUN REPORT,2/17/25  7:12:56AM,2/17/25  7:12:56AM,1250 16TH ST,DETAIL HANDLED: NO REPORT
