Case Number,Date/Time Occurred,Date/Time Occurred to,OffenseCode,Incident Type,Disposition,CaseDisposition,LocationCode,PatrolZone,Location,Street Address,LocationDirectional,LocationStreet,LocationLatitude,LocationLongitude
25010110,1/17/25 22:52,1/17/25 23:28,9999EMS,,Closed by Other Means,Not Applicable,NONCAM,Z1,Kappa Sigma,182,,Sixth Street,33.7771575,-84.3919393
25010103,1/17/25 3:49,1/17/25 6:30,90D,Driving Under the Influence,Closed by Arrest,Not Applicable,PUB,Z2,,,,SPRING ST NW,,
25010103,1/17/25 3:49,1/17/25 6:30,9999T,,Closed by Arrest,Not Applicable,PUB,Z2,,,,SPRING ST NW,,
25010094,1/16/25 5:45,1/16/25 5:47,240,Motor Vehicle Theft,Closed by Arrest,Not Applicable,ONCAM,Z2,Howell Residence Hall   10   Z2,640,,Williams Street NW,33.77213571,-84.39098413
25010094,1/16/25 5:45,1/16/25 5:47,90J,Trespass of Real Property,Closed by Arrest,Not Applicable,ONCAM,Z2,Howell Residence Hall   10   Z2,640,,Williams Street NW,33.77213571,-84.39098413
25010094,1/16/25 5:45,1/16/25 5:47,90B,Curfew/Loitering/Vagrancy Violations,Closed by Arrest,Not Applicable,ONCAM,Z2,Howell Residence Hall   10   Z2,640,,Williams Street NW,33.77213571,-84.39098413
25010094,1/16/25 5:45,1/16/25 5:47,290,Destruction/Damage/Vandalism of Property,Closed by Arrest,Not Applicable,ONCAM,Z2,Howell Residence Hall   10   Z2,640,,Williams Street NW,33.77213571,-84.39098413
25010094,1/16/25 5:45,1/16/25 5:47,90Z,All Other Offenses,Closed by Arrest,Not Applicable,ONCAM,Z2,Howell Residence Hall   10   Z2,640,,Williams Street NW,33.77213571,-84.39098413
25010101,1/16/25 19:30,1/16/25 21:30,240,Motor Vehicle Theft,Closed by Arrest,Not Applicable,ONCAM,Z2,NAA Dining Hall   Bike Rack,120,,North Avenue NW,33.77101,-84.3913
25010101,1/16/25 19:30,1/16/25 21:30,90B,Curfew/Loitering/Vagrancy Violations,Closed by Arrest,Not Applicable,ONCAM,Z2,NAA Dining Hall   Bike Rack,120,,North Avenue NW,33.77101,-84.3913
25010101,1/16/25 19:30,1/16/25 21:30,290,Destruction/Damage/Vandalism of Property,Closed by Arrest,Not Applicable,ONCAM,Z2,NAA Dining Hall   Bike Rack,120,,North Avenue NW,33.77101,-84.3913
25010101,1/16/25 19:30,1/16/25 21:30,T-Bike,,Closed by Arrest,Not Applicable,ONCAM,Z2,NAA Dining Hall   Bike Rack,120,,North Avenue NW,33.77101,-84.3913
25010101,1/16/25 19:30,1/16/25 21:30,90Z,All Other Offenses,Closed by Arrest,Not Applicable,ONCAM,Z2,NAA Dining Hall   Bike Rack,120,,North Avenue NW,33.77101,-84.3913
25010101,1/16/25 19:30,1/16/25 21:30,90J,Trespass of Real Property,Closed by Arrest,Not Applicable,ONCAM,Z2,NAA Dining Hall   Bike Rack,120,,North Avenue NW,33.77101,-84.3913
25010211,1/16/25 18:00,1/26/25 13:00,240,Motor Vehicle Theft,Unfounded,Not Applicable,ONCAM,Z4,Campus Recreation Center,750,,FERST DR NW,33.781162,-84.403603
25010158,1/16/25 15:33,1/24/25 16:00,9999,,Active,,NONCLERY,Z1,Georgia Tech Police Department   211   Z1,965,,Hemphill Avenue  NW,33.781162,-84.403603
25010099,1/16/25 16:29,1/16/25 16:29,9999,,Closed by Other Means,Not Applicable,ONCAM,Z1,Nanotechnology Building  181  Z1,345,,Ferst Drive NW,33.77884514,-84.39847658
25020223,1/16/25 10:39,2/3/25 10:30,T-Bike,,Inactive,Not Applicable,ONCAM,Z4,Stamps Field   348   Z4,750,,Ferst Drive NW,33.776854,-84.403665
25010091,1/15/25 18:30,1/15/25 18:50,13B,Simple Assault,Closed by Exception,Prosecution Declined,ONCAM,Z3,Flag Building,353,,Ferst Drive NW,33.77546401,-84.40349901
25010084,1/15/25 3:41,1/15/25 4:40,9999T,,Closed by Arrest,Not Applicable,PUB,Z4,Northside Drive @ TENTH  Street  Z4,,,Northside Drive NW & TENTH Street NW,33.783014,-84.407489
25010084,1/15/25 3:41,1/15/25 4:40,9999W,,Closed by Arrest,Not Applicable,PUB,Z4,Northside Drive @ TENTH  Street  Z4,,,Northside Drive NW & TENTH Street NW,33.783014,-84.407489
25010087,1/15/25 9:56,nan nan,9999V,,Active,,ONCAM,,Howey Physics Building   81   Z3,800,,Atlantic Drive NW,33.77742295,-84.39846714
25010088,1/15/25 19:35,1/15/25 19:37,9999T,,Closed by Other Means,Not Applicable,ONCAM,Z2,North Avenue Apartments,120,,NORTH AVE NW,33.77023459,-84.39209292
25010085,1/15/25 5:26,1/15/25 5:40,9999EMS,,Closed by Other Means,Not Applicable,ONCAMRES,Z4,Crecine Residence Hall RM518   Z4,900,,Hemphill Avenue NW,33.7800571,-84.40351893
25010083,1/15/25 0:01,1/15/25 2:30,90J,Trespass of Real Property,Closed by Arrest,Not Applicable,ONCAM,Z2,Library East Tower (Crosland)   100   Z2,260,,Fourth Street NW,33.77447174,-84.39492617
25010086,1/15/25 9:48,1/15/25 10:30,9999MH,,Closed by Exception,Not Applicable,NONCLERY,OFFCAM,Georgia Tech Police Department   211   Z1,965,,Hemphill Avenue  NW,33.781162,-84.403603
25010092,1/15/25 20:10,1/15/25 20:10,90B,Curfew/Loitering/Vagrancy Violations,Closed by Arrest,Juvenile/No Custody,ONCAM,Z3,Student Center,351,,Ferst Drive NW,33.77413608,-84.39881802
25010092,1/15/25 20:10,1/15/25 20:10,9999CTW,,Closed by Arrest,Juvenile/No Custody,ONCAM,Z3,Student Center,351,,Ferst Drive NW,33.77413608,-84.39881802
25010082,1/14/25 22:52,1/14/25 23:30,9999T,,Closed by Arrest,Not Applicable,PUB,Z4,Tenth Street @ Northside Drive  Z4,,,Tenth Street NW & Northside Drive NW,33.781583,-84.407442
25010074,1/14/25 9:28,1/14/25 9:29,9999,,Closed by Other Means,,ONCAM,Z2,Tech Square cross walk,48,,5TH ST NW,33.781162,-84.403603
25010095,1/14/25 21:00,1/14/25 23:59,13C,Intimidation,Closed by Other Means,Not Applicable,ONCAM,Z2,Alpha Sigma Phi,171,,5th Street NW,33.781162,-84.403603
25010073,1/14/25 2:39,1/14/25 4:25,90D,Driving Under the Influence,Closed by Arrest,Not Applicable,NONCLERY,Z2,North Avenue @ Spring Street  Z2,,,North Avenue @ Spring Street NW,33.771335,-84.388862
25010073,1/14/25 2:39,1/14/25 4:25,9999T,,Closed by Arrest,Not Applicable,NONCLERY,Z2,North Avenue @ Spring Street  Z2,,,North Avenue @ Spring Street NW,33.771335,-84.388862
25010073,1/14/25 2:39,1/14/25 4:25,9999T,,Closed by Arrest,Not Applicable,NONCLERY,Z2,North Avenue @ Spring Street  Z2,,,North Avenue @ Spring Street NW,33.771335,-84.388862
25010076,1/14/25 11:11,1/14/25 12:00,9999EMS,,Closed by Other Means,Not Applicable,ONCAM,Z2,Bobby Dodd Stadium,155,,North Avenue NW,33.771865,-84.393316
25010077,1/14/25 11:43,1/14/25 11:44,13C,Intimidation,Inactive,Not Applicable,ONCAMRES,Z4,8th Street Apt West,555,,8th street NW,33.781162,-84.403603
25010100,1/14/25 18:00,1/14/25 22:00,23D,Theft From Building,Closed by Other Means,Not Applicable,ONCAM,Z1,McCamish Pavilion   73   Z1,965,,Fowler Street NW,33.78067585,-84.39276636
25010100,1/14/25 18:00,1/14/25 22:00,23D,Theft From Building,Closed by Other Means,Not Applicable,ONCAM,Z1,McCamish Pavilion   73   Z1,965,,Fowler Street NW,33.78067585,-84.39276636
25010079,1/14/25 13:44,nan nan,9999,,Closed by Other Means,,ONCAM,Z3,Howie Physics Building,800,,ATLANTIC DR NW,33.781162,-84.403603
25010080,1/14/25 11:00,1/14/25 11:02,9999,,Closed by Other Means,Not Applicable,ONCAM,Z4,,600,,Means Street  NW,,
25010081,1/14/25 16:45,1/14/25 16:52,90B,Curfew/Loitering/Vagrancy Violations,Active,Not Applicable,ONCAM,Z1,Family Apartments   180   Z1,251,,Tenth Street NW,33.781993,-84.395526
25010081,1/14/25 16:45,1/14/25 16:52,240,Motor Vehicle Theft,Active,Not Applicable,ONCAM,Z1,Family Apartments   180   Z1,251,,Tenth Street NW,33.781993,-84.395526
25010081,1/14/25 16:45,1/14/25 16:52,90Z,All Other Offenses,Active,Not Applicable,ONCAM,Z1,Family Apartments   180   Z1,251,,Tenth Street NW,33.781993,-84.395526
25010075,1/14/25 7:50,nan nan,9999,,Active,Not Applicable,ONCAM,Z4,Couch Park   340   Z4,814,,Ferst Drive NW,33.778762,-84.402701
25010071,1/13/25 18:15,1/13/25 18:39,9999,,Closed by Other Means,,ONCAM,Z3,Student Center   104   Z3,351,,Ferst Drive NW,33.77413608,-84.39881802
25010114,1/13/25 16:30,1/18/25 9:30,23F,Theft From Motor Vehicle,Inactive,Not Applicable,ONCAM,Z1,Family Apartments Parking Deck,251,,Tenth Street NW,33.782219,-84.394974
25010069,1/13/25 9:53,nan nan,9999,,Closed by Other Means,,NONCAM,OFFCAM,,965,,Hemphill Ave NW,,
25010122,1/13/25 12:00,1/19/25 14:00,9999,,Unfounded,Not Applicable,ONCAM,Z1,Ford Envir. Science & Technology  147  Z1,311,,Ferst Drive NW,33.77889662,-84.39603609
25010070,1/13/25 13:18,nan nan,9999,,Closed by Other Means,,NONCAM,OFFCAM,,965,,Hemphill Ave NW,,
25010078,1/13/25 17:00,1/14/25 13:00,90B,Curfew/Loitering/Vagrancy Violations,Closed by Arrest,Not Applicable,ONCAM,Z1,10th and Home,251,,10th Street  NW,33.781162,-84.403603
25010078,1/13/25 17:00,1/14/25 13:00,35B,Drug Equipment Violations,Closed by Arrest,Not Applicable,ONCAM,Z1,10th and Home,251,,10th Street  NW,33.781162,-84.403603
25010078,1/13/25 17:00,1/14/25 13:00,90Z,All Other Offenses,Closed by Arrest,Not Applicable,ONCAM,Z1,10th and Home,251,,10th Street  NW,33.781162,-84.403603
25010078,1/13/25 17:00,1/14/25 13:00,35A,Drug/Narcotic Violations,Closed by Arrest,Not Applicable,ONCAM,Z1,10th and Home,251,,10th Street  NW,33.781162,-84.403603
25010078,1/13/25 17:00,1/14/25 13:00,9999,,Closed by Arrest,Not Applicable,ONCAM,Z1,10th and Home,251,,10th Street  NW,33.781162,-84.403603
25010078,1/13/25 17:00,1/14/25 13:00,240,Motor Vehicle Theft,Closed by Arrest,Not Applicable,ONCAM,Z1,10th and Home,251,,10th Street  NW,33.781162,-84.403603
25010067,1/13/25 11:59,1/13/25 11:59,36B,Statutory Rape,,Not Applicable,NONCLERY,OFFCAM,,,,,33.781162,-84.403603
25010063,1/12/25 1:43,1/12/25 1:52,250,Counterfeiting/Forgery,Closed by Exception,Prosecution Declined,ONCAM,Z2,Fifth Street Bridge   385   Z2,122,,Fifth Street NW,33.776895,-84.390873
25010063,1/12/25 1:43,1/12/25 1:52,90G,Liquor Law Violations,Closed by Exception,Prosecution Declined,ONCAM,Z2,Fifth Street Bridge   385   Z2,122,,Fifth Street NW,33.776895,-84.390873
25010063,1/12/25 1:43,1/12/25 1:52,8399,,Closed by Exception,Prosecution Declined,ONCAM,Z2,Fifth Street Bridge   385   Z2,122,,Fifth Street NW,33.776895,-84.390873
25010066,1/12/25 23:49,1/13/25 0:01,23H,All Other Larceny,Closed by Exception,Prosecution Declined,ONCAM,Z2,North Avenue @ Tech Parkway  Z3,,,North Avenue @ Tech Parkway NW,33.77135,-84.39616
25010066,1/12/25 23:49,1/13/25 0:01,8399,,Closed by Exception,Prosecution Declined,ONCAM,Z2,North Avenue @ Tech Parkway  Z3,,,North Avenue @ Tech Parkway NW,33.77135,-84.39616
25010062,1/12/25 0:30,1/12/25 1:45,90D,Driving Under the Influence,Closed by Arrest,Not Applicable,NONCLERY,Z2,Spring Street @ Ponce De Leon Avenue  Z2,,,Spring Street NW & Ponce De Leon Avenue NW,33.772432,-84.388859
25010062,1/12/25 0:30,1/12/25 1:45,9999T,,Closed by Arrest,Not Applicable,NONCLERY,Z2,Spring Street @ Ponce De Leon Avenue  Z2,,,Spring Street NW & Ponce De Leon Avenue NW,33.772432,-84.388859
25010065,1/12/25 15:38,1/12/25 18:05,9999V,,Closed by Other Means,Not Applicable,ONCAM,Z4,Curran Street Parking Deck,875,NW,Curran Street,,
25010064,1/12/25 12:25,1/12/25 13:35,9999MH,,Closed by Other Means,Not Applicable,NONCLERY,Z2,Square on Fifth Apartments (SQ5),848,,Spring Street NW,33.778274,-84.389338
25010104,1/12/25 19:07,1/12/25 19:30,90B,Curfew/Loitering/Vagrancy Violations,Active,Not Applicable,ONCAM,,Graduate Living Center   52  Z1,301,,Tenth Street NW,33.78195744,-84.39660566
25010104,1/12/25 19:07,1/12/25 19:30,240,Motor Vehicle Theft,Active,Not Applicable,ONCAM,,Graduate Living Center   52  Z1,301,,Tenth Street NW,33.78195744,-84.39660566
25010104,1/12/25 19:07,1/12/25 19:30,90Z,All Other Offenses,Active,Not Applicable,ONCAM,,Graduate Living Center   52  Z1,301,,Tenth Street NW,33.78195744,-84.39660566
25010061,1/10/25 18:54,1/10/25 20:46,90D,Driving Under the Influence,Closed by Arrest,Not Applicable,ONCAM,Z2,Alumni Faculty House,190,,North Avenue NW,33.7710217,-84.39350159
25010059,1/10/25 11:00,1/10/25 11:10,9999EMS,,Closed by Other Means,Not Applicable,ONCAMRES,Z4,Zbar Residence Hall (Sixth St. East Apts.)  65  Z4,501,,Sixth Street NW,33.777707,-84.404826
25010060,1/10/25 11:35,1/10/25 12:15,9999,,Closed by Other Means,Not Applicable,PUB,,Fifth Street Bridge   385   Z2,122,,Fifth Street NW,33.776895,-84.390873
25010058,1/9/25 23:48,1/10/25 0:12,8399,,Closed by Exception,Prosecution Declined,ONCAMRES,Z2,GT Connector,116,,Bobby Dodd Way NW,,
25010058,1/9/25 23:48,1/10/25 0:12,90G,Liquor Law Violations,Closed by Exception,Prosecution Declined,ONCAMRES,Z2,GT Connector,116,,Bobby Dodd Way NW,,
25010057,1/9/25 11:47,1/9/25 11:48,9999,,Active,Not Applicable,ONCAM,Z1,Georgia Tech Police Department   211   Z1,965,,Hemphill Avenue NW,33.781162,-84.403603
25010056,1/9/25 14:32,1/9/25 14:34,90B,Curfew/Loitering/Vagrancy Violations,Closed by Arrest,Not Applicable,ONCAMRES,Z2,Perry Matheson Residence Hall   92   Z2,715,,Techwood Drive NW,33.77450626,-84.39133
25010056,1/9/25 14:32,1/9/25 14:34,290,Destruction/Damage/Vandalism of Property,Closed by Arrest,Not Applicable,ONCAMRES,Z2,Perry Matheson Residence Hall   92   Z2,715,,Techwood Drive NW,33.77450626,-84.39133
25010056,1/9/25 14:32,1/9/25 14:34,T-Bike,,Closed by Arrest,Not Applicable,ONCAMRES,Z2,Perry Matheson Residence Hall   92   Z2,715,,Techwood Drive NW,33.77450626,-84.39133
25010056,1/9/25 14:32,1/9/25 14:34,90Z,All Other Offenses,Closed by Arrest,Not Applicable,ONCAMRES,Z2,Perry Matheson Residence Hall   92   Z2,715,,Techwood Drive NW,33.77450626,-84.39133
25010056,1/9/25 14:32,1/9/25 14:34,90J,Trespass of Real Property,Closed by Arrest,Not Applicable,ONCAMRES,Z2,Perry Matheson Residence Hall   92   Z2,715,,Techwood Drive NW,33.77450626,-84.39133
25010054,1/9/25 13:21,1/9/25 13:21,9999,,Active,,ONCAM,Z3,Georgia Tech Police Department   211   Z1,965,,Hemphill Avenue NW,33.781162,-84.403603
25010053,1/9/25 9:25,1/9/25 10:00,9999EMS,,Closed by Other Means,Not Applicable,PUB,Z2,North Avenue NW @ Centennial Olympic Park Drive NW,,,,33.772441,-84.3947303
25010049,1/8/25 15:08,1/8/24 15:49,9999,,Active,Not Applicable,ONCAM,,Georgia Tech Police Department,965,,Hemphill Avenue NW,,
25010047,1/8/25 15:25,nan nan,9999V,,Active,,ONCAM,,Georgia Tech Police Department   211   Z1,965,,Hemphill Avenue NW,33.781162,-84.403603
25010045,1/8/25 8:00,1/8/25 12:00,9999,,Closed by Other Means,,ONCAM,Z3,Library   77   Z2,260,,Fourth Street NW,33.77431732,-84.39572383
25010044,1/8/25 2:06,1/8/25 9:04,23F,Theft From Motor Vehicle,Inactive,Not Applicable,ONCAM,Z1,Family Apartments Parking Deck,251,,Tenth Street,33.782219,-84.394974
25010044,1/8/25 2:06,1/8/25 9:04,290,Destruction/Damage/Vandalism of Property,Inactive,Not Applicable,ONCAM,Z1,Family Apartments Parking Deck,251,,Tenth Street,33.782219,-84.394974
25010046,1/8/25 13:47,1/8/24 12:17,90Z,All Other Offenses,Active,,ONCAM,Z3,Clough Undergraduate Learning Commons  166  Z2,266,,Fourth Street NW,33.7746818,-84.39637939
25010046,1/8/25 13:47,1/8/24 12:17,90Z,All Other Offenses,Active,,ONCAM,Z3,Clough Undergraduate Learning Commons  166  Z2,266,,Fourth Street NW,33.7746818,-84.39637939
25010046,1/8/25 13:47,1/8/24 12:17,90Z,All Other Offenses,Active,,ONCAM,Z3,Clough Undergraduate Learning Commons  166  Z2,266,,Fourth Street NW,33.7746818,-84.39637939
25010048,1/8/25 20:09,1/8/25 21:08,9999T,,Closed by Other Means,Not Applicable,PUB,Z2,WEST PEACHTREE ST NW @ 4TH ST NW,,,,,
25010048,1/8/25 20:09,1/8/25 21:08,9999T,,Closed by Other Means,Not Applicable,PUB,Z2,WEST PEACHTREE ST NW @ 4TH ST NW,,,,,
25010048,1/8/25 20:09,1/8/25 21:08,9999,,Closed by Other Means,Not Applicable,PUB,Z2,WEST PEACHTREE ST NW @ 4TH ST NW,,,,,
25010039,1/7/25 16:17,1/7/25 16:18,9999,,Closed by Other Means,,ONCAM,Z2,NAA Dining Hall,120,,North Avenue NW,33.77101,-84.3913
25010041,1/7/25 19:30,1/7/25 20:30,23D,Theft From Building,Unfounded,Not Applicable,ONCAM,Z4,Campus Recreation Center,750,,Ferst Drive NW,33.77546401,-84.40349901
25010040,1/7/25 18:25,12/12/24 nan,9999,,Closed by Other Means,Not Applicable,ONCAM,,Student Center,351,NW,Ferst Drive,33.77413608,-84.39881802
25010038,1/7/25 12:00,1/7/25 14:45,23D,Theft From Building,Inactive,Not Applicable,ONCAM,Z4,Campus Recreation Center,750,,Ferst Drive NW,33.77546401,-84.40349901
25010035,1/7/25 11:46,1/7/25 12:37,290,Destruction/Damage/Vandalism of Property,Closed by Arrest,Not Applicable,ONCAMRES,Z2,Field Residence Hall,711,,Techwood Drive NW,33.77420925,-84.39165079
25010035,1/7/25 11:46,1/7/25 12:37,90B,Curfew/Loitering/Vagrancy Violations,Closed by Arrest,Not Applicable,ONCAMRES,Z2,Field Residence Hall,711,,Techwood Drive NW,33.77420925,-84.39165079
25010035,1/7/25 11:46,1/7/25 12:37,T-Bike,,Closed by Arrest,Not Applicable,ONCAMRES,Z2,Field Residence Hall,711,,Techwood Drive NW,33.77420925,-84.39165079
25010035,1/7/25 11:46,1/7/25 12:37,90B,Curfew/Loitering/Vagrancy Violations,Closed by Arrest,Not Applicable,ONCAMRES,Z2,Field Residence Hall,711,,Techwood Drive NW,33.77420925,-84.39165079
25010035,1/7/25 11:46,1/7/25 12:37,90J,Trespass of Real Property,Closed by Arrest,Not Applicable,ONCAMRES,Z2,Field Residence Hall,711,,Techwood Drive NW,33.77420925,-84.39165079
25010033,1/7/25 3:55,1/7/25 5:50,9999W,,Closed by Arrest,Not Applicable,PUB,Z4,Northside Drive @ Marietta Street  Z4,,,Northside Drive NW & Marietta Street NW,33.775859,-84.406981
25020310,1/7/25 18:16,1/7/25 18:21,13B,Simple Assault,Active,Not Applicable,ONCAM,Z1,Tenth Street @ Hemphill Avenue,,,Tenth Street NW & Hemphill Avenue NW,33.781552,-84.404199
25020462,1/7/25 11:41,2/18/25 14:24,9999,,Closed by Arrest,Not Applicable,ONCAM,Z2,Georgia Tech Police Department,965,,HempHill Avenue,,
25020462,1/7/25 11:41,2/18/25 14:24,9999,,Closed by Arrest,Not Applicable,ONCAM,Z2,Georgia Tech Police Department,965,,HempHill Avenue,,
25020462,1/7/25 11:41,2/18/25 14:24,9999,,Closed by Arrest,Not Applicable,ONCAM,Z2,Georgia Tech Police Department,965,,HempHill Avenue,,
25020462,1/7/25 11:41,2/18/25 14:24,9999,,Closed by Arrest,Not Applicable,ONCAM,Z2,Georgia Tech Police Department,965,,HempHill Avenue,,
25020462,1/7/25 11:41,2/18/25 14:24,9999,,Closed by Arrest,Not Applicable,ONCAM,Z2,Georgia Tech Police Department,965,,HempHill Avenue,,
25020462,1/7/25 11:41,2/18/25 14:24,9999,,Closed by Arrest,Not Applicable,ONCAM,Z2,Georgia Tech Police Department,965,,HempHill Avenue,,
25020462,1/7/25 11:41,2/18/25 14:24,9999,,Closed by Arrest,Not Applicable,ONCAM,Z2,Georgia Tech Police Department,965,,HempHill Avenue,,
25010028,1/6/25 17:28,1/6/25 17:28,9999,,Closed by Other Means,Not Applicable,ONCAM,Z1,Centennial Research Building,400,,Tenth St NW,,
25010029,1/6/25 22:32,1/6/25 22:45,9999EMS,,Closed by Other Means,Not Applicable,ONCAM,Z1,Engineered Biosystems Building (EBB)   195   Z1,950,,Atlantic Drive NW,33.780819,-84.397985
25010025,1/6/25 8:00,1/6/25 8:01,9999,,Active,Not Applicable,PUB,Z2,Bobby Dodd Way @ Brittain Drive,,,Bobby Dodd Way @ Brittain Drive NW,33.773932,-84.392873
25010124,1/6/25 19:30,1/6/25 19:33,T-Bike,,Closed by Exception,Victim Refused to Cooperate,NONCAM,Z2,Kappa Alpha,801,,Techwood Drive NW,,-
25010022,1/6/25 0:42,1/6/25 1:05,35A,Drug/Narcotic Violations,Closed by Arrest,Not Applicable,PUB,Z4,,,,Marietta Street NW @ Parker Street NW  Z4,,
25010022,1/6/25 0:42,1/6/25 1:05,9999T,,Closed by Arrest,Not Applicable,PUB,Z4,,,,Marietta Street NW @ Parker Street NW  Z4,,
25010024,1/6/25 3:00,1/6/25 8:00,9999,,Closed by Other Means,Not Applicable,ONCAM,Z2,Coon Building,654,,Cherry Street NW,33.7728076,-84.39585341
25010030,1/6/25 22:24,1/6/25 22:50,8399,,Closed by Arrest,Not Applicable,PUB,Z1,Family Apartments   180   Z1,251,,Tenth Street NW,33.781993,-84.395526
25010030,1/6/25 22:24,1/6/25 22:50,35A,Drug/Narcotic Violations,Closed by Arrest,Not Applicable,PUB,Z1,Family Apartments   180   Z1,251,,Tenth Street NW,33.781993,-84.395526
25010023,1/6/25 2:35,1/6/25 3:30,9999T,,Closed by Arrest,Not Applicable,PUB,Z4,,,,NORTHSIDE DR NW,,
25010018,1/5/25 2:33,1/5/25 3:20,9999T,,Closed by Arrest,Not Applicable,PUB,Z2,,,,WEST PEACHTREE,,
25010018,1/5/25 2:33,1/5/25 3:20,9999T,,Closed by Arrest,Not Applicable,PUB,Z2,,,,WEST PEACHTREE,,
25010026,1/5/25 18:40,1/5/25 11:48,9999,,Active,Not Applicable,ONCAM,Z1,Georgia Tech Police Department   211   Z1,965,,Hemphill Avenue NW,33.781162,-84.403603
25010017,1/4/25 17:08,1/4/25 17:08,23D,Theft From Building,Inactive,Not Applicable,ONCAM,Z2,Barnes and Noble Bookstore,48,,Fifth Street NW,,
25010016,1/4/25 9:55,1/4/25 10:05,23F,Theft From Motor Vehicle,Inactive,Not Applicable,NONCLERY,Z2,Fifth Street @ West Peachtree Street  Z2,,,Fifth Street NW & West Peachtree Street NW,33.776829,-84.387311
25010015,1/4/25 2:17,1/4/25 4:40,9999EMS,,Closed by Other Means,Not Applicable,ONCAMRES,Z2,Perry Matheson Residence Hall   92   Z2,715,,Techwood Drive NW,33.77450626,-84.39133
25010043,1/3/25 13:40,1/6/25 13:00,290,Destruction/Damage/Vandalism of Property,Unfounded,Not Applicable,ONCAM,Z4,IPST 1 Loading Dock,500,,Tenth Street,,
25010014,1/3/25 18:00,1/3/25 20:15,23D,Theft From Building,Inactive,Not Applicable,ONCAM,Z2,Clough Undergraduate Learning Commons  166  Z2,266,,Fourth Street NW,,
25020280,1/3/25 8:00,2/8/25 22:50,T-Bike,,Inactive,Not Applicable,ONCAM,Z2,Clough Undergraduate Learning Commons  166  Z2,266,,Fourth Street NW,33.7746818,-84.39637939
25010013,1/2/25 20:23,1/2/25 21:39,9999T,,Closed by Arrest,Not Applicable,PUB,Z1,,200,,14th Street NW,,
25010013,1/2/25 20:23,1/2/25 21:39,9999T,,Closed by Arrest,Not Applicable,PUB,Z1,,200,,14th Street NW,,
25010007,1/2/25 2:51,1/2/25 3:45,90D,Driving Under the Influence,Closed by Arrest,Not Applicable,NONCLERY,Z2,Spring Street & Peachtree Place  Z2,,,Spring Street NW & Peachtree Place NW,33.780571,-84.388994
25010007,1/2/25 2:51,1/2/25 3:45,9999T,,Closed by Arrest,Not Applicable,NONCLERY,Z2,Spring Street & Peachtree Place  Z2,,,Spring Street NW & Peachtree Place NW,33.780571,-84.388994
25010008,1/2/25 11:56,1/2/25 13:10,9999T,,Closed by Arrest,Not Applicable,NONCAM,OFFCAM,Tenth Street @ Spring Street,,,Tenth Street NW & Spring Street NW,33.781518,-84.389173
25010008,1/2/25 11:56,1/2/25 13:10,9999T,,Closed by Arrest,Not Applicable,NONCAM,OFFCAM,Tenth Street @ Spring Street,,,Tenth Street NW & Spring Street NW,33.781518,-84.389173
25010008,1/2/25 11:56,1/2/25 13:10,9999,,Closed by Arrest,Not Applicable,NONCAM,OFFCAM,Tenth Street @ Spring Street,,,Tenth Street NW & Spring Street NW,33.781518,-84.389173
25010003,1/1/25 3:43,nan nan,9999V,,Active,,ONCAM,,Georgia Tech Hotel & Conference Center   171  Z2,800,,Spring Street NW,33.77634325,-84.38930792
25010006,1/1/25 22:54,1/2/25 0:30,35A,Drug/Narcotic Violations,Closed by Arrest,Not Applicable,ONCAM,Z2,Smith Residence Hall   6   Z2,630,,Williams Street NW,33.77170733,-84.39125155
25010006,1/1/25 22:54,1/2/25 0:30,90Z,All Other Offenses,Closed by Arrest,Not Applicable,ONCAM,Z2,Smith Residence Hall   6   Z2,630,,Williams Street NW,33.77170733,-84.39125155
25010006,1/1/25 22:54,1/2/25 0:30,90B,Curfew/Loitering/Vagrancy Violations,Closed by Arrest,Not Applicable,ONCAM,Z2,Smith Residence Hall   6   Z2,630,,Williams Street NW,33.77170733,-84.39125155
25010004,1/1/25 4:15,1/1/25 5:30,9999T,,Closed by Arrest,Not Applicable,PUB,Z2,Spring Street & Third Street  Z2,,,Spring Street NW & Third Street NW,33.773872,-84.388835
25010004,1/1/25 4:15,1/1/25 5:30,90D,Driving Under the Influence,Closed by Arrest,Not Applicable,PUB,Z2,Spring Street & Third Street  Z2,,,Spring Street NW & Third Street NW,33.773872,-84.388835
25010001,1/1/25 0:23,1/1/25 0:36,90J,Trespass of Real Property,Closed by Arrest,Not Applicable,ONCAM,Z2,Scheller College of Business   172   Z2,800,,West Peachtree Street NW,33.77628053,-84.38801865
25010002,1/1/25 2:34,1/1/25 3:00,9999T,,Closed by Arrest,Not Applicable,PUB,Z2,North Avenue @ Spring Street  Z2,,,North Avenue @ Spring Street NW,33.771335,-84.388862
25010068,1/1/25 12:00,1/2/25 12:00,9999,,Closed by Other Means,,ONCAM,Z2,International House,733,,TECHWOOD DR NW,,
